Sample1	F1	F2	F3	F4	F5	F6
823.991394	-0.000173815	0.012157841	-0.004612477	0.001731933	0.001335385	0.00231727
823.0291748	-3.63E-05	0.01182175	-0.004859259	0.001756259	0.001367143	0.002276466
822.0665894	-0.000134172	0.011356998	-0.004943111	0.001790855	0.001166927	0.00222047
820.9660034	-0.000443356	0.010826099	-0.005246179	0.001417341	0.000995083	0.001969385
820.0025635	-0.000450958	0.010328347	-0.005311084	0.001661117	0.001242542	0.002155871
819.0387573	-0.000117455	0.010015336	-0.005019115	0.001559267	0.001234261	0.002176579
817.9367676	-0.000205382	0.009886693	-0.00511675	0.001894735	0.000892896	0.002218545
816.9721069	-0.000254592	0.009946309	-0.005303873	0.002034503	0.001107155	0.002202206
816.0070801	0.000246478	0.009945911	-0.004812003	0.002268737	0.001665067	0.002862096
815.041626	-0.000501949	0.009149239	-0.005683601	0.001643578	0.000498772	0.002144971
813.9378052	-0.000260128	0.008978411	-0.005847137	0.001554903	0.000877851	0.001987068
812.9715576	2.36E-05	0.008919086	-0.005401495	0.001744512	0.001333594	0.002411984
812.0049438	-0.000445683	0.008212316	-0.005531504	0.001603902	0.000992514	0.002245527
811.0379028	-0.000789012	0.008443203	-0.005616043	0.00203406	0.000902545	0.002133655
809.932312	-0.000187477	0.008154257	-0.005526086	0.0016745	0.000871367	0.002252734
808.9644775	-3.32E-05	0.008550218	-0.00566403	0.001494584	0.001041735	0.00237786
807.9962769	0.000295097	0.008968976	-0.004994805	0.001963014	0.001389891	0.002793102
807.0276489	-6.55E-05	0.00812345	-0.005383803	0.001391137	0.001128826	0.002614259
806.0586548	0.000126834	0.008318535	-0.005496539	0.001957033	0.001406823	0.002870851
804.9508057	0.000439714	0.008750566	-0.005336297	0.002717737	0.001386567	0.003015677
803.9810181	0.000129449	0.008253313	-0.005596673	0.002228744	0.001044537	0.002494377
803.0108643	0.000274426	0.008401001	-0.00600617	0.002040432	0.001316794	0.003023159
802.0402832	0.00074932	0.008756641	-0.005373269	0.002241598	0.001823919	0.002996597
800.930603	0.000799499	0.00850006	-0.005402824	0.002687548	0.001562281	0.002666346
799.9592285	0.001222112	0.008326584	-0.005287456	0.002980594	0.001943746	0.003158936
798.9874878	0.000904076	0.008430904	-0.005749003	0.002777106	0.001699577	0.003051025
798.0153809	0.000573494	0.008712295	-0.005584816	0.002839896	0.001655868	0.003094118
797.0429077	0.000800355	0.008638933	-0.00528454	0.003049461	0.00231891	0.003487787
795.9310303	0.001265517	0.008670965	-0.005093776	0.003163134	0.002378146	0.003863948
794.9577026	0.001176816	0.008489105	-0.005561049	0.00262603	0.001975886	0.00344288
793.9840698	0.002411255	0.009364227	-0.004951454	0.003560336	0.002399541	0.004096141
793.0100098	0.001374777	0.008983405	-0.005818941	0.003249217	0.002262831	0.003591317
792.0355835	0.002229082	0.009540209	-0.004957596	0.003767534	0.002678614	0.004451985
791.060791	0.001690014	0.009028651	-0.005504719	0.003628304	0.002418335	0.003908115
789.946228	0.002481828	0.009515284	-0.005299015	0.004444166	0.002813684	0.00433149
788.9706421	0.002282685	0.009480464	-0.005195282	0.004335282	0.002808317	0.004475655
787.9946899	0.003303963	0.009884469	-0.004921816	0.004433758	0.003207594	0.004603645
787.0183716	0.002831923	0.01007526	-0.004943725	0.00397274	0.003168897	0.004631142
786.041626	0.002897457	0.009521898	-0.005406301	0.004398271	0.003095865	0.004591925
785.0645142	0.002718232	0.010184824	-0.004986668	0.004817597	0.00325099	0.004935373
783.9474487	0.003607865	0.010292269	-0.0048396	0.004856076	0.003496737	0.005226979
782.9695435	0.004429913	0.009799259	-0.005421487	0.004592605	0.003124179	0.004887489
781.991272	0.004896652	0.010245223	-0.004857519	0.005326994	0.003366177	0.005178801
781.0126953	0.005156666	0.010612589	-0.004675325	0.005340176	0.00428349	0.005524549
780.0336914	0.005132803	0.010005005	-0.005025615	0.005186555	0.003546895	0.005215059
779.0543213	0.005402498	0.010589857	-0.004902774	0.005545864	0.004049342	0.005685029
777.9346313	0.00552961	0.0103038	-0.004868577	0.005858372	0.003975118	0.005691612
776.9544678	0.005826469	0.010699021	-0.004575388	0.006047271	0.004444009	0.006291796
775.973999	0.005880491	0.010272522	-0.004807088	0.005669556	0.004244409	0.005751231
774.993103	0.005718024	0.010349263	-0.004656784	0.005672204	0.004247572	0.005884348
774.0118408	0.006087775	0.010029349	-0.00459757	0.006124843	0.004291934	0.005874246
773.0302734	0.005763901	0.010049668	-0.004561402	0.005914734	0.004250369	0.006029081
772.0482788	0.005166515	0.009825709	-0.005250731	0.005240079	0.003908507	0.005566761
771.065918	0.005391438	0.009982013	-0.004557765	0.005519988	0.004221485	0.005609816
769.9428101	0.005397807	0.009705595	-0.004793161	0.005545812	0.003911589	0.005872095
768.9597168	0.005557663	0.009415146	-0.004515855	0.006073284	0.00390007	0.005903896
767.9762573	0.005737749	0.009656969	-0.004610581	0.005510418	0.004391341	0.005757396
766.9923706	0.00512002	0.008942472	-0.005091422	0.005406509	0.003995391	0.005748582
766.0081787	0.005160228	0.008987766	-0.004904975	0.005493509	0.004187505	0.005594529
765.0236206	0.005162979	0.008520334	-0.004898679	0.005579845	0.0038599	0.005657046
764.0386963	0.005033776	0.008264103	-0.005027405	0.005338105	0.003787797	0.005595578
763.0534058	0.00513681	0.00806841	-0.005035901	0.005485435	0.003794847	0.005417124
762.067749	0.004890919	0.007855408	-0.004962919	0.005108862	0.003955865	0.005474424
760.9408569	0.005174217	0.007595591	-0.005041018	0.005102969	0.003811429	0.005306764
759.9544678	0.004585359	0.0072633	-0.00527738	0.004797469	0.003396335	0.005185455
758.9677124	0.005377888	0.007556421	-0.004820656	0.005751546	0.004326131	0.005662029
757.9805298	0.004491504	0.006460862	-0.005383803	0.004579917	0.003309179	0.004845422
756.993042	0.003967333	0.006374298	-0.005282085	0.004910684	0.003580877	0.004954617
756.005188	0.004213695	0.00598832	-0.005531709	0.004389747	0.003002671	0.004817466
755.0170288	0.004280563	0.005815476	-0.005560435	0.004226268	0.003204022	0.004595274
754.0284424	0.004398298	0.00598727	-0.005132918	0.004580728	0.003545434	0.005136942
753.0395508	0.004240226	0.005256193	-0.00526091	0.004753291	0.003096777	0.0048093
752.0502319	0.003880403	0.004805504	-0.005780167	0.004225928	0.002974781	0.004506177
751.0606079	0.003723616	0.004924456	-0.00531001	0.004209382	0.00320157	0.004675413
750.0706787	0.003254511	0.004057599	-0.006196994	0.003836604	0.003027825	0.004349061
748.9387817	0.003005929	0.00376957	-0.00588565	0.003708291	0.002751393	0.004411529
747.9480591	0.002951507	0.003575578	-0.00601388	0.003760797	0.002623712	0.003690407
746.9569702	0.003165246	0.003366672	-0.005707157	0.003771633	0.002792789	0.004438308
745.9655151	0.002382805	0.003090912	-0.006318703	0.003377525	0.00215535	0.003619011
744.9737549	0.002660591	0.002756212	-0.006136458	0.003670671	0.002501745	0.004171458
743.9815674	0.002834658	0.002961671	-0.005895711	0.003788763	0.002526766	0.004272197
742.9890747	0.002178244	0.002316099	-0.006110067	0.003526565	0.002284923	0.003706646
741.9962158	0.002175044	0.002406674	-0.006249152	0.003361246	0.002272771	0.003613556
741.0030518	0.002275503	0.002025946	-0.006084746	0.003136251	0.002058508	0.003525261
740.0094604	0.002106263	0.001812143	-0.006357633	0.0028474	0.001880331	0.003688188
739.015564	0.002361436	0.001633444	-0.006293241	0.00306711	0.002209803	0.003710693
738.0213013	0.002175018	0.001581662	-0.006085103	0.003281688	0.002479251	0.003599173
737.0267334	0.001823815	0.001061508	-0.006442368	0.002858317	0.001622895	0.003324439
736.0317993	0.001655115	0.000917487	-0.00638855	0.002728756	0.00166356	0.003282027
735.036499	0.001458117	0.000876269	-0.006391662	0.002636916	0.001580857	0.003201805
734.0408325	0.001628013	0.000793871	-0.006416863	0.00255447	0.001825894	0.003197268
733.0448608	0.001595354	0.000554339	-0.006431044	0.002379656	0.001760054	0.003015677
732.0485229	0.001587923	0.000279788	-0.00640263	0.002706458	0.001670238	0.00322624
731.0518188	0.001528821	0.000513389	-0.006543611	0.002558845	0.001661325	0.003060905
730.0548096	0.001536978	0.000202683	-0.006509084	0.002763455	0.001689676	0.003236907
729.0574341	0.001403135	1.55E-05	-0.006555136	0.002367058	0.001567944	0.003199015
728.0597534	0.001459727	-1.15E-05	-0.006469402	0.002495705	0.001652542	0.003203578
727.0617065	0.001490688	-0.000192859	-0.006725074	0.002478053	0.001429885	0.003109135
726.0632935	0.001262817	-0.000248124	-0.006603223	0.002514294	0.0011791	0.002953774
725.0645142	0.001374517	-0.000287187	-0.00653387	0.002585171	0.001623986	0.002917314
724.0654297	0.001448922	-0.000472421	-0.006597257	0.002129675	0.001338475	0.00296446
723.06604	0.001674032	-8.00E-05	-0.006311203	0.002782498	0.001860417	0.003330464
722.0662842	0.001390748	-0.000181733	-0.006472718	0.002251147	0.001583091	0.00314303
721.0661621	0.001444948	-0.00041103	-0.006698361	0.002343868	0.001484402	0.002876297
720.0656738	0.001619829	-0.00037446	-0.006494191	0.002570536	0.00152069	0.003163916
719.0648804	0.00142482	-0.000676598	-0.006692651	0.002395689	0.001364	0.003078137
718.0637817	0.001313341	-0.000618648	-0.006793988	0.002253567	0.00152786	0.003126291
717.0623169	0.001126645	-0.000702133	-0.006551515	0.002134227	0.001391553	0.00313646
716.0604858	0.001513624	-0.000890341	-0.006687349	0.002192241	0.001307603	0.002811053
715.0583496	0.001303475	-0.000797229	-0.006694436	0.002137765	0.001394591	0.002941082
714.0559082	0.001453987	-0.000905323	-0.006676439	0.002239126	0.00151191	0.002826686
713.0530396	0.001415679	-0.0005519	-0.006580072	0.00249521	0.001586027	0.003001706
712.0499268	0.001506975	-0.000859908	-0.006651101	0.00219336	0.001499857	0.00309975
711.0464478	0.0014042	-0.000884967	-0.006468995	0.002324766	0.001542667	0.003071411
710.0426025	0.001533393	-0.000824048	-0.006605364	0.00242276	0.001451883	0.003174424
709.0384521	0.001516897	-0.000742344	-0.006530249	0.002372914	0.001566256	0.00319925
708.0339355	0.001362313	-0.000992937	-0.006791593	0.002394492	0.001492194	0.002959169
707.0291138	0.001519833	-0.000963338	-0.006528872	0.002169789	0.001722603	0.003056682
706.0239258	0.001229458	-0.000977957	-0.006708149	0.002344779	0.001398539	0.003179561
705.0184326	0.001489441	-0.000779606	-0.006404263	0.002366329	0.001637419	0.003134635
704.0126343	0.001510689	-0.001196921	-0.006883276	0.002384991	0.001407083	0.002893418
703.0064697	0.001572465	-0.000982916	-0.006502454	0.002485551	0.001661481	0.003188688
701.999939	0.00147035	-0.001249167	-0.00684368	0.002463448	0.001435001	0.003120868
700.993103	0.001397811	-0.00116904	-0.006652018	0.002479719	0.001524405	0.003088148
699.9859619	0.001499779	-0.001050269	-0.006639323	0.002511613	0.001531938	0.003091511
698.9784546	0.001575738	-0.001073354	-0.006709729	0.002552257	0.001499701	0.002937902
697.9706421	0.001387709	-0.001315188	-0.006661807	0.002327368	0.001513391	0.003055457
696.9625244	0.001504065	-0.001241578	-0.006628003	0.002300303	0.001651997	0.003164933
695.9540405	0.00166608	-0.001041334	-0.006499853	0.002592071	0.001738404	0.003376638
694.9452515	0.001869568	-0.001206627	-0.006427167	0.002708907	0.001712883	0.003161908
693.9360962	0.001616321	-0.001187215	-0.006687094	0.00265546	0.001696173	0.003373246
693.0708618	0.001512559	-0.001408344	-0.006804742	0.002794327	0.001541212	0.002928312
692.0611572	0.001631313	-0.001533209	-0.006664458	0.002873326	0.001564879	0.003087053
691.0510864	0.001422093	-0.001738331	-0.006773294	0.002774865	0.00157153	0.003275793
690.0406494	0.001358184	-0.001758648	-0.007029551	0.002650694	0.001492584	0.002908323
689.0299683	0.001346343	-0.001688414	-0.006777423	0.00273842	0.001525885	0.003119721
688.0189209	0.001074405	-0.00195918	-0.006978862	0.002386163	0.001398513	0.002961411
687.0075684	0.00166764	-0.001580204	-0.006583846	0.002897691	0.001815497	0.003368603
685.9958496	0.001361741	-0.00193207	-0.006667008	0.002928989	0.001457156	0.003302763
684.9838257	0.001207731	-0.001943358	-0.006876193	0.002720811	0.001586754	0.003151687
683.9714966	0.001489701	-0.001971807	-0.006661145	0.002742745	0.001652932	0.003150722
682.9588013	0.001355198	-0.001687021	-0.006616735	0.002920207	0.001669251	0.003263378
681.9458618	0.000844029	-0.002454959	-0.007001635	0.002375829	0.001263492	0.002909496
680.9325562	0.000783576	-0.002181205	-0.006818044	0.002495497	0.001569036	0.003081239
680.0637207	0.001106999	-0.00204586	-0.006906053	0.00263301	0.001615386	0.003062573
679.0498047	0.001036467	-0.002123249	-0.006656454	0.002790653	0.001702955	0.003151843
678.0355835	0.000503411	-0.002588272	-0.007073562	0.002606733	0.001262142	0.002802898
677.0210571	0.000330508	-0.002634227	-0.007082373	0.002487061	0.001203162	0.002661632
676.0062256	0.000497839	-0.002709557	-0.006890155	0.00247066	0.001266011	0.002996571
674.9910278	0.000487966	-0.002832916	-0.007008105	0.002255753	0.000997418	0.002734903
673.9755249	0.000480839	-0.00284418	-0.007028277	0.002520647	0.00129836	0.002835492
672.9597168	0.000177925	-0.002895148	-0.007156222	0.002439993	0.0012927	0.002691116
671.9435425	-3.70E-05	-0.00322185	-0.007163708	0.002348371	0.001156103	0.002540409
671.0723267	0.000209753	-0.002815736	-0.007005251	0.002142838	0.0012184	0.002982288
670.055603	1.78E-05	-0.003077936	-0.007194975	0.002099292	0.001100278	0.002778226
669.0385742	-0.000148405	-0.003325695	-0.00729594	0.001949336	0.000642214	0.002466234
668.0211792	-3.95E-05	-0.003156375	-0.007017631	0.002141641	0.001129033	0.002936547
667.00354	-7.17E-05	-0.003114279	-0.006978149	0.002526141	0.001277148	0.002946581
665.9855347	-0.000333232	-0.003411384	-0.007208061	0.00202436	0.000994408	0.002728808
664.9672241	-0.000170089	-0.003470863	-0.007213001	0.001988862	0.001044745	0.002723051
663.9486084	-0.000251849	-0.003510305	-0.007300471	0.00216097	0.001078531	0.002491331
662.9296875	-0.000393909	-0.003497415	-0.007196706	0.001912753	0.000962886	0.002523902
662.0560913	-0.000269079	-0.003237626	-0.007026444	0.002349464	0.001158569	0.002982757
661.0365601	-0.000489693	-0.003419808	-0.0072602	0.002034503	0.001137079	0.002621447
660.0167236	-0.0003547	-0.00333895	-0.007071116	0.002107642	0.001286988	0.002828197
658.996582	-0.000304157	-0.003419243	-0.007207298	0.002202934	0.001134094	0.00285579
657.9761353	-0.000338767	-0.003408661	-0.007124647	0.002150121	0.001348031	0.002697993
656.9553833	-0.000685799	-0.003674405	-0.007310347	0.001917953	0.001152729	0.002813319
655.9343262	-0.000675202	-0.003502088	-0.007201544	0.002119946	0.00113656	0.00282223
655.0588989	-0.00036608	-0.003547176	-0.007165796	0.002047611	0.001108712	0.002801361
654.0372314	-0.000339698	-0.003438402	-0.006981256	0.001927963	0.00087186	0.002789767
653.0153198	-0.000542697	-0.003550874	-0.007272674	0.001892655	0.001103184	0.00264723
651.993042	-0.000597813	-0.003551593	-0.007258673	0.002119217	0.00107251	0.002569
650.970459	-0.000558312	-0.003631281	-0.006973156	0.002095781	0.001183357	0.00281556
649.9476318	-0.00084203	-0.003857173	-0.007258113	0.001961116	0.000979334	0.002532989
649.0706177	-0.000670912	-0.003562325	-0.007183365	0.001993257	0.001201423	0.002581603
648.0471802	-0.000461353	-0.003549282	-0.007094445	0.002086339	0.000916398	0.002804774
647.0234375	-0.000679854	-0.003826794	-0.007470321	0.001903913	0.000964702	0.0025025
645.9993896	-0.000503397	-0.0033801	-0.007283518	0.002353238	0.001087977	0.00287403
644.9750366	-0.000252936	-0.003425664	-0.006940905	0.002263429	0.001447104	0.003073158
643.9503784	-0.000709886	-0.003708337	-0.007228276	0.002196716	0.000939537	0.002698149
643.0718384	-0.000519014	-0.003789998	-0.007218652	0.002239828	0.001069345	0.002877417
642.0466309	-0.000580338	-0.003613106	-0.007211422	0.002122053	0.001207497	0.002931127
641.0210571	-0.000985912	-0.003666448	-0.007375809	0.002245995	0.001061145	0.00281147
639.9952393	-0.000804515	-0.003790049	-0.00735662	0.002053384	0.001100252	0.002649964
638.9691162	-0.000660625	-0.003646991	-0.007077687	0.002035127	0.001082423	0.002820536
637.942688	-0.000627075	-0.003727072	-0.007157037	0.002290778	0.001124569	0.002745323
637.0626221	-0.000918653	-0.003725481	-0.007341603	0.002064308	0.000962834	0.002557829
636.0356445	-0.000511361	-0.003490944	-0.007161213	0.002185997	0.001153482	0.002726125
635.0083618	-0.000740018	-0.003680771	-0.007288915	0.00203094	0.0009729	0.002611785
633.9807739	-0.000580183	-0.00357624	-0.007289576	0.00205934	0.001076351	0.002640068
632.9528809	-0.000630694	-0.003518984	-0.007136768	0.002268972	0.001101264	0.002612774
632.0715332	-0.000655611	-0.003410048	-0.007322921	0.00209885	0.001166434	0.002887215
631.0430908	-0.000507483	-0.003451345	-0.007252054	0.002215891	0.00103543	0.002820823
630.0143433	-0.000600346	-0.003441997	-0.007323379	0.002110763	0.001093738	0.002844299
628.9853516	-0.000799554	-0.00356366	-0.007333204	0.001841934	0.001009534	0.002579754
627.9559937	-0.000603914	-0.003179709	-0.00707835	0.002283102	0.000993085	0.002840286
627.0734253	-0.000453648	-0.003019689	-0.00697983	0.002388896	0.001164902	0.003178362
626.0435791	-0.000473041	-0.002983698	-0.006939377	0.002337127	0.001165447	0.002897352
625.0133667	-0.000569067	-0.002927598	-0.007054104	0.002258147	0.001118834	0.002915646
623.9829102	-0.000630538	-0.002841866	-0.007182041	0.002259968	0.001162748	0.003082908
622.9521484	-0.00060867	-0.002776899	-0.007166815	0.002167057	0.000988103	0.002832939
622.0683594	-0.000552314	-0.002434058	-0.00703169	0.002365731	0.0012691	0.003178805
621.0370483	-0.000511154	-0.002372892	-0.006987778	0.002262206	0.001234962	0.002979212
620.0054321	-0.000928417	-0.002222207	-0.007025934	0.002056376	0.00129379	0.003108614
618.9735107	-0.000503552	-0.001919545	-0.006881034	0.002302541	0.001277278	0.003018284
617.9413452	-0.000829836	-0.001723068	-0.006882256	0.002544523	0.001152833	0.003083195
617.0563354	-0.000351286	-0.001551316	-0.006953592	0.002283986	0.001372154	0.003168584
616.0236206	-0.000426857	-0.001257995	-0.006615002	0.002734226	0.001376803	0.00322345
614.9906006	-0.000511981	-0.000930741	-0.00677778	0.002778877	0.001247059	0.003107493
613.9572754	-0.000370115	-0.000561931	-0.006606333	0.002745402	0.001420769	0.003234064
613.0713501	-0.000588093	-0.0005625	-0.006757238	0.002462407	0.001212767	0.003189966
612.0374756	-0.000348182	-0.000205434	-0.006537593	0.002874238	0.001681152	0.003412145
611.0032959	-0.000410409	-7.87E-06	-0.006622803	0.002722843	0.001341981	0.003395448
609.9688721	-0.000403271	0.000304992	-0.00657329	0.002639338	0.001393397	0.003331377
608.9341431	-0.000351286	0.000793041	-0.006362633	0.002877861	0.001709738	0.003540919
608.0469971	-0.000310676	0.001308226	-0.006397886	0.003069039	0.001795013	0.003747637
607.0117798	-0.000601225	0.001677488	-0.006216337	0.003074461	0.001673071	0.00369944
605.9761963	-0.00026375	0.002232699	-0.006026798	0.003182925	0.00183806	0.00383065
604.9403687	-0.000185977	0.002752878	-0.005955617	0.003204308	0.002043371	0.00377495
604.0523071	-3.72E-05	0.003132992	-0.005912821	0.003216148	0.002003659	0.003918589
603.0159302	0.000129113	0.003717063	-0.005882381	0.00327981	0.002032318	0.003899234
601.9793091	-1.33E-05	0.004333373	-0.005763921	0.003267186	0.002127255	0.004193726
600.9423828	-0.000150216	0.005148257	-0.005758761	0.003589411	0.002186985	0.004183245
600.0533447	9.66E-05	0.00584528	-0.005537843	0.003593301	0.002199005	0.00439597
599.0158691	0.000260206	0.006547628	-0.005369792	0.003535543	0.002160735	0.004301189
597.9781494	7.14E-05	0.007435378	-0.005125192	0.003584531	0.002233636	0.00442756
596.9401245	0.000457361	0.008239225	-0.004914701	0.003772887	0.002562256	0.004502201
596.0501709	0.000352529	0.008916154	-0.004843593	0.003692914	0.002416643	0.004621305
595.0116577	0.000502219	0.009665387	-0.004601924	0.004006363	0.002650642	0.004778285
593.9728394	0.000520438	0.010178411	-0.00462979	0.003885626	0.002544445	0.004549781
592.9337158	0.000830361	0.01079688	-0.004526563	0.004257009	0.002875098	0.004916287
592.0428467	0.00067252	0.011044919	-0.004448628	0.004426252	0.002892505	0.004965981
591.0032349	0.000764619	0.011411633	-0.004300609	0.004236881	0.002804201	0.004949145
589.9633179	0.000835574	0.011583051	-0.004250985	0.004304902	0.003038252	0.00504501
589.0717163	0.000687687	0.011208673	-0.004267595	0.004352486	0.00296949	0.005252996
588.031311	0.001060677	0.01117178	-0.004506786	0.004327177	0.003001472	0.00525483
586.9906006	0.000653283	0.010501962	-0.004653301	0.004180841	0.002849797	0.005086992
585.949646	0.000620075	0.010109571	-0.004621492	0.004428187	0.002945408	0.005148834
585.0571899	0.000797165	0.009789489	-0.004450524	0.004561318	0.003130802	0.005239503
584.015686	0.00064605	0.008753181	-0.004914548	0.004329974	0.002661737	0.004979073
582.973938	0.000508284	0.008114272	-0.005177786	0.004032046	0.002527156	0.004957995
581.9318848	0.000568621	0.007914797	-0.004976022	0.004262655	0.002819781	0.004922178
581.0385132	0.000468374	0.007298521	-0.005171903	0.004088589	0.002758609	0.0050117
579.9959106	0.000322374	0.006808474	-0.00506379	0.004344851	0.002789481	0.0050987
578.953125	0.000210892	0.006314567	-0.005468268	0.00423309	0.002765044	0.00506659
578.059082	8.28E-05	0.005621118	-0.005442143	0.004104843	0.002330283	0.0047507
577.0157471	0.000204185	0.00534961	-0.005582924	0.004039649	0.002436609	0.004829062
575.9721069	-0.000129307	0.004792287	-0.005708332	0.004023162	0.002327758	0.00477661
574.9282227	-1.90E-05	0.004660158	-0.005626009	0.004070481	0.002440019	0.004937677
574.0332642	-0.000119421	0.0043716	-0.005877784	0.003919503	0.002345612	0.004749967
572.9888916	7.71E-06	0.004274654	-0.005752272	0.003758108	0.002408626	0.004689229
571.9442749	-0.000277926	0.004020106	-0.005679973	0.003781974	0.002183135	0.004579263
571.048645	-0.000128272	0.004044613	-0.005849794	0.003761084	0.00244093	0.004792732
570.003479	-0.000279323	0.003798216	-0.005851326	0.003625067	0.00230431	0.004704903
568.9580688	-0.00039603	0.003584583	-0.005992486	0.003443637	0.002034659	0.004384674
568.0617676	-0.000355424	0.00355342	-0.006019752	0.003590456	0.001982725	0.004564587
567.0158691	-0.00065835	0.00341752	-0.006019854	0.003495694	0.001942056	0.004347675
565.9697266	-0.000741207	0.003536039	-0.005937692	0.003527662	0.001967773	0.00437832
565.0727539	-0.000602104	0.00365399	-0.005834112	0.003524164	0.00205172	0.004437497
564.026062	-0.001040301	0.003568819	-0.006053705	0.003182273	0.001855608	0.004329268
562.979126	-0.000613478	0.003774453	-0.00595766	0.003357072	0.001977056	0.004449893
561.9319458	-0.000946188	0.003798582	-0.005911493	0.003477219	0.001921749	0.004576725
561.0341187	-0.000999394	0.003928384	-0.005909961	0.003377968	0.001904225	0.004403658
559.9863892	-0.000800743	0.003975405	-0.005883709	0.003201284	0.002001006	0.004429782
558.9384155	-0.000984001	0.004254395	-0.005883045	0.003551045	0.001937245	0.00451507
558.039978	-0.001195114	0.004127892	-0.00595817	0.003320239	0.001955135	0.004508086
556.9915161	-0.001121381	0.004294732	-0.006034866	0.003004782	0.001743758	0.004315908
555.9428101	-0.000860735	0.004456013	-0.005659533	0.003322482	0.001939534	0.004487215
555.0437012	-0.000993712	0.004617825	-0.005735514	0.00336529	0.001970477	0.004604143
553.9945068	-0.000824462	0.004745727	-0.005591869	0.003471035	0.002070004	0.00454196
552.9450073	-0.00094469	0.004830606	-0.005743484	0.003427017	0.002076637	0.004546826
552.0452881	-0.000789787	0.004940557	-0.005699084	0.003438732	0.001920917	0.00463886
550.9953003	-0.001111724	0.004706526	-0.005886978	0.003271777	0.001823711	0.004489098
549.9451294	-0.001108574	0.004609375	-0.00599846	0.003118391	0.00170914	0.004484285
549.0447388	-0.001268422	0.00471626	-0.005976758	0.00323083	0.001519261	0.004438412
547.9940186	-0.001198212	0.004726754	-0.005994171	0.003188115	0.001595042	0.004581251
546.9430542	-0.001069068	0.004589178	-0.005952757	0.003190488	0.001763043	0.004413674
546.0420532	-0.001070927	0.004597052	-0.005847086	0.003260066	0.001819786	0.004409725
544.9906006	-0.001200484	0.004350708	-0.006157437	0.003275741	0.001598601	0.00447589
543.9389038	-0.001148284	0.004466841	-0.005949948	0.003295512	0.001817238	0.004603331
543.0372925	-0.000814643	0.004498775	-0.005845197	0.003499973	0.00187352	0.004666569
541.9851074	-0.001166562	0.004225431	-0.006043086	0.003284974	0.001639212	0.004477878
540.9326782	-0.001065143	0.004315516	-0.005936926	0.003040963	0.001801876	0.004463624
540.0303955	-0.001168111	0.004112604	-0.006220165	0.002825591	0.001542641	0.004333817
538.9775391	-0.001282101	0.004109416	-0.006049213	0.003245904	0.001567503	0.004452351
538.0748291	-0.001050579	0.004241194	-0.006056411	0.00325472	0.001659532	0.004587295
537.0214844	-0.001217934	0.004150628	-0.006081478	0.003278897	0.001665795	0.004491504
535.9678345	-0.001143327	0.00432668	-0.00601868	0.003291443	0.001658285	0.004556557
535.0645752	-0.001153808	0.004456013	-0.005949795	0.003512525	0.00172793	0.00465244
534.010437	-0.001119728	0.004702103	-0.005875843	0.003272637	0.001752595	0.004710529
532.9561157	-0.001179625	0.004765669	-0.005894333	0.003169157	0.001802812	0.004553679
532.0521851	-0.001275804	0.004624497	-0.005960519	0.003192965	0.001486922	0.004477067
530.9973755	-0.000884916	0.00542711	-0.005575053	0.003620159	0.001870712	0.004886075
529.9423218	-0.001088538	0.005554071	-0.005637814	0.00346425	0.001659584	0.004792653
529.0377808	-0.001164497	0.006045932	-0.005654933	0.003266039	0.001874742	0.004690642
527.9822998	-0.00119119	0.006367468	-0.005607917	0.003301407	0.001785994	0.004702601
526.9265137	-0.001300116	0.006905856	-0.005514175	0.003301954	0.001763017	0.00464064
526.0213623	-0.000893802	0.007531768	-0.005232266	0.003583408	0.002032526	0.004948281
524.9651489	-0.001306413	0.007861206	-0.00540804	0.003295433	0.001766032	0.004678998
524.0595703	-0.00101179	0.008896707	-0.005014663	0.003605881	0.002073516	0.004876547
523.0029297	-0.001024806	0.009709406	-0.004983034	0.003673386	0.001922087	0.004912727
521.9459839	-0.000999342	0.01096901	-0.004607661	0.003831877	0.002247999	0.005158421
521.0397949	-0.000877837	0.011806986	-0.004541832	0.003818063	0.002187584	0.005054569
519.9824219	-0.000893854	0.013003344	-0.004344436	0.003787536	0.002213679	0.005215478
518.9248047	-0.000870242	0.014357574	-0.004020527	0.003934418	0.002379473	0.005332104
518.0180664	-0.000949339	0.015734803	-0.00392988	0.003886593	0.002367631	0.005299401
516.9599609	-0.000649304	0.017443558	-0.003520525	0.004017937	0.002437937	0.005277704
516.0527954	-0.000722859	0.019044697	-0.003352102	0.004291202	0.002426639	0.005352257
514.9942627	-0.000528632	0.021017687	-0.002940248	0.004274837	0.002704218	0.005575309
513.9354858	-0.000412013	0.023192093	-0.002519253	0.004757111	0.00291033	0.005893506
513.02771	-0.000243519	0.025087511	-0.002201449	0.004749103	0.003016329	0.006051654
511.9685059	-0.0001453	0.027693398	-0.001717653	0.0049498	0.003130645	0.006035538
511.0603943	0.000128103	0.030112822	-0.00131813	0.005210553	0.00338843	0.006350237
510.0007019	0.000263703	0.032528836	-0.000946963	0.005368034	0.003478497	0.006469743
508.9407654	0.000546901	0.034903858	-0.000525891	0.00566334	0.003879749	0.006838189
508.032074	0.001115434	0.03692726	0.000116632	0.006343565	0.004332249	0.007183603
506.9716797	0.001395422	0.039339449	0.000447125	0.006574669	0.004506622	0.007473431
506.0625916	0.001766968	0.041168921	0.000882961	0.006856202	0.004812781	0.007691832
