350.00	1.611
350.50	1.610
351.00	1.605
351.50	1.606
352.00	1.601
352.50	1.603
353.00	1.601
353.50	1.598
354.00	1.600
354.50	1.598
355.00	1.596
355.50	1.595
356.00	1.596
356.50	1.597
357.00	1.594
357.50	1.596
358.00	1.597
358.50	1.597
359.00	1.597
359.50	1.597
360.00	1.598
360.50	1.597
361.00	1.598
361.50	1.600
362.00	1.602
362.50	1.602
363.00	1.604
363.50	1.603
364.00	1.605
364.50	1.605
365.00	1.608
365.50	1.606
366.00	1.608
366.50	1.612
367.00	1.612
367.50	1.613
368.00	1.615
368.50	1.616
369.00	1.619
369.50	1.620
370.00	1.621
370.50	1.625
371.00	1.626
371.50	1.629
372.00	1.656
372.50	1.659
373.00	1.663
373.50	1.667
374.00	1.670
374.50	1.673
375.00	1.677
375.50	1.680
376.00	1.682
376.50	1.687
377.00	1.690
377.50	1.694
378.00	1.697
378.50	1.701
379.00	1.705
379.50	1.705
380.00	1.710
380.50	1.714
381.00	1.715
381.50	1.717
382.00	1.720
382.50	1.721
383.00	1.722
383.50	1.724
384.00	1.724
384.50	1.725
385.00	1.724
385.50	1.726
386.00	1.728
386.50	1.727
387.00	1.728
387.50	1.726
388.00	1.727
388.50	1.726
389.00	1.724
389.50	1.727
390.00	1.726
390.50	1.724
391.00	1.723
391.50	1.724
392.00	1.724
392.50	1.722
393.00	1.723
393.50	1.724
394.00	1.723
394.50	1.722
395.00	1.726
395.50	1.725
396.00	1.724
396.50	1.726
397.00	1.727
397.50	1.729
398.00	1.728
398.50	1.731
399.00	1.735
399.50	1.731
400.00	1.736
400.50	1.737
401.00	1.740
401.50	1.745
402.00	1.749
402.50	1.753
403.00	1.756
403.50	1.763
404.00	1.768
404.50	1.771
405.00	1.777
405.50	1.784
406.00	1.790
406.50	1.796
407.00	1.801
407.50	1.808
408.00	1.813
408.50	1.820
409.00	1.827
409.50	1.833
410.00	1.838
410.50	1.844
411.00	1.852
411.50	1.857
412.00	1.862
412.50	1.868
413.00	1.875
413.50	1.879
414.00	1.882
414.50	1.890
415.00	1.895
415.50	1.899
416.00	1.902
416.50	1.908
417.00	1.910
417.50	1.914
418.00	1.917
418.50	1.921
419.00	1.921
419.50	1.925
420.00	1.929
420.50	1.930
421.00	1.932
421.50	1.936
422.00	1.939
422.50	1.940
423.00	1.943
423.50	1.947
424.00	1.951
424.50	1.954
425.00	1.956
425.50	1.961
426.00	1.967
426.50	1.969
427.00	1.975
427.50	1.981
428.00	1.984
428.50	1.990
429.00	1.998
429.50	2.003
430.00	2.008
430.50	2.016
431.00	2.022
431.50	2.027
432.00	2.031
432.50	2.039
433.00	2.046
433.50	2.048
434.00	2.052
434.50	2.059
435.00	2.061
435.50	2.064
436.00	2.067
436.50	2.070
437.00	2.073
437.50	2.071
438.00	2.074
438.50	2.075
439.00	2.071
439.50	2.070
440.00	2.068
440.50	2.064
441.00	2.060
441.50	2.055
442.00	2.051
442.50	2.043
443.00	2.035
443.50	2.029
444.00	2.022
444.50	2.011
445.00	2.001
445.50	1.992
446.00	1.981
446.50	1.970
447.00	1.960
447.50	1.949
448.00	1.935
448.50	1.925
449.00	1.915
449.50	1.904
450.00	1.890
450.50	1.880
451.00	1.872
451.50	1.861
452.00	1.851
452.50	1.843
453.00	1.835
453.50	1.826
454.00	1.820
454.50	1.813
455.00	1.808
455.50	1.800
456.00	1.796
456.50	1.792
457.00	1.787
457.50	1.782
458.00	1.780
458.50	1.778
459.00	1.775
459.50	1.771
460.00	1.770
460.50	1.770
461.00	1.768
461.50	1.766
462.00	1.768
462.50	1.766
463.00	1.765
463.50	1.764
464.00	1.766
464.50	1.765
465.00	1.764
465.50	1.766
466.00	1.765
466.50	1.765
467.00	1.766
467.50	1.767
468.00	1.767
468.50	1.766
469.00	1.767
469.50	1.769
470.00	1.767
470.50	1.767
471.00	1.768
471.50	1.767
472.00	1.765
472.50	1.765
473.00	1.766
473.50	1.764
474.00	1.761
474.50	1.762
475.00	1.760
475.50	1.757
476.00	1.756
476.50	1.755
477.00	1.752
477.50	1.750
478.00	1.747
478.50	1.746
479.00	1.744
479.50	1.741
480.00	1.741
480.50	1.739
481.00	1.736
481.50	1.735
482.00	1.735
482.50	1.732
483.00	1.730
483.50	1.729
484.00	1.729
484.50	1.726
485.00	1.723
485.50	1.722
486.00	1.721
486.50	1.716
487.00	1.714
487.50	1.711
488.00	1.709
488.50	1.704
489.00	1.701
489.50	1.698
490.00	1.694
490.50	1.687
491.00	1.685
491.50	1.678
492.00	1.673
492.50	1.667
493.00	1.663
493.50	1.656
494.00	1.650
494.50	1.643
495.00	1.638
495.50	1.629
496.00	1.622
496.50	1.616
497.00	1.609
497.50	1.601
498.00	1.595
498.50	1.586
499.00	1.577
499.50	1.569
500.00	1.562
500.50	1.554
501.00	1.546
501.50	1.539
502.00	1.531
502.50	1.521
503.00	1.513
503.50	1.505
504.00	1.496
504.50	1.487
505.00	1.480
505.50	1.472
506.00	1.463
506.50	1.456
507.00	1.449
507.50	1.440
508.00	1.431
508.50	1.425
509.00	1.418
509.50	1.409
510.00	1.401
510.50	1.396
511.00	1.388
511.50	1.379
512.00	1.373
512.50	1.367
513.00	1.360
513.50	1.353
514.00	1.347
514.50	1.341
515.00	1.332
515.50	1.327
516.00	1.322
516.50	1.315
517.00	1.309
517.50	1.304
518.00	1.298
518.50	1.292
519.00	1.287
519.50	1.283
520.00	1.277
520.50	1.272
521.00	1.267
521.50	1.263
522.00	1.259
522.50	1.253
523.00	1.250
523.50	1.246
524.00	1.240
524.50	1.238
525.00	1.235
525.50	1.230
526.00	1.225
526.50	1.223
527.00	1.221
527.50	1.215
528.00	1.213
528.50	1.211
529.00	1.208
529.50	1.204
530.00	1.202
530.50	1.200
531.00	1.197
531.50	1.194
532.00	1.192
532.50	1.190
533.00	1.188
533.50	1.184
534.00	1.182
534.50	1.181
535.00	1.178
535.50	1.177
536.00	1.175
536.50	1.172
537.00	1.170
537.50	1.168
538.00	1.169
538.50	1.165
539.00	1.163
539.50	1.163
540.00	1.161
540.50	1.158
541.00	1.157
541.50	1.157
542.00	1.156
542.50	1.152
543.00	1.151
543.50	1.151
544.00	1.149
544.50	1.146
545.00	1.147
545.50	1.145
546.00	1.142
546.50	1.141
547.00	1.140
547.50	1.138
548.00	1.137
548.50	1.135
549.00	1.135
549.50	1.132
550.00	1.130
550.50	1.129
551.00	1.128
551.50	1.127
552.00	1.125
552.50	1.124
553.00	1.123
553.50	1.121
554.00	1.119
554.50	1.119
555.00	1.117
555.50	1.117
556.00	1.115
556.50	1.114
557.00	1.114
557.50	1.111
558.00	1.111
558.50	1.109
559.00	1.109
559.50	1.108
560.00	1.107
560.50	1.106
561.00	1.104
561.50	1.104
562.00	1.104
562.50	1.103
563.00	1.102
563.50	1.102
564.00	1.102
564.50	1.099
565.00	1.100
565.50	1.100
566.00	1.099
566.50	1.098
567.00	1.099
567.50	1.099
568.00	1.098
568.50	1.098
569.00	1.099
569.50	1.097
570.00	1.097
570.50	1.098
571.00	1.099
571.50	1.098
572.00	1.098
572.50	1.098
573.00	1.098
573.50	1.097
574.00	1.098
574.50	1.098
575.00	1.098
575.50	1.098
576.00	1.099
576.50	1.100
577.00	1.099
577.50	1.099
578.00	1.100
578.50	1.100
579.00	1.099
579.50	1.100
580.00	1.098
580.50	1.098
581.00	1.097
581.50	1.098
582.00	1.098
582.50	1.099
583.00	1.098
583.50	1.097
584.00	1.098
584.50	1.097
585.00	1.096
585.50	1.098
586.00	1.098
586.50	1.097
587.00	1.096
587.50	1.097
588.00	1.097
588.50	1.096
589.00	1.096
589.50	1.096
590.00	1.097
590.50	1.097
591.00	1.096
591.50	1.096
592.00	1.094
592.50	1.095
593.00	1.095
593.50	1.095
594.00	1.093
594.50	1.092
595.00	1.093
595.50	1.092
596.00	1.092
596.50	1.091
597.00	1.091
597.50	1.090
598.00	1.089
598.50	1.089
599.00	1.089
599.50	1.088
600.00	1.088
600.50	1.087
601.00	1.087
601.50	1.086
602.00	1.086
602.50	1.086
603.00	1.085
603.50	1.084
604.00	1.084
604.50	1.084
605.00	1.084
605.50	1.084
606.00	1.084
606.50	1.084
607.00	1.083
607.50	1.083
608.00	1.084
608.50	1.085
609.00	1.085
609.50	1.085
610.00	1.084
610.50	1.084
611.00	1.084
611.50	1.087
612.00	1.086
612.50	1.087
613.00	1.088
613.50	1.087
614.00	1.088
614.50	1.088
615.00	1.089
615.50	1.089
616.00	1.089
616.50	1.091
617.00	1.091
617.50	1.092
618.00	1.092
618.50	1.092
619.00	1.092
619.50	1.092
620.00	1.092
620.50	1.093
621.00	1.093
621.50	1.094
622.00	1.094
622.50	1.094
623.00	1.094
623.50	1.092
624.00	1.093
624.50	1.093
625.00	1.094
625.50	1.093
626.00	1.092
626.50	1.092
627.00	1.091
627.50	1.090
628.00	1.089
628.50	1.089
629.00	1.087
629.50	1.086
630.00	1.085
630.50	1.084
631.00	1.084
631.50	1.083
632.00	1.081
632.50	1.082
633.00	1.083
